audit_id,ref,hebrew_token,hebrew_phrase,source_candidate_type,canonical_skill_id,proposed_question_family,eligibility_recommendation,recommendation_reason,risk_level,risk_reasons,yossi_question_review_decision,yossi_question_review_notes
qelig_b1_001,Bereishis 1:1,ברא,ברא אלקים,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_002,Bereishis 1:1,אלקים,ברא אלקים,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_003,Bereishis 1:2,היתה,היתה,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_007,Bereishis 1:2,והארץ,והארץ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_009,Bereishis 1:5,יום,לאור יום,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_010,Bereishis 1:2,המים,על פני המים,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_018,Bereishis 1:1,ברא,ברא אלקים,token_split_standards,ROOT.IDENTIFY,shoresh_identification,eligible_candidate_for_yossi_question_review,Verified token-level 3.02 root standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_shoresh;requires_teacher_wording_review,,
qelig_b1_019,Bereishis 1:1,את,את השמים ואת הארץ,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_021,Bereishis 1:1,את,את השמים ואת הארץ,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_022,Bereishis 1:1,ארץ,את השמים ואת הארץ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_024,Bereishis 1:3,אור,יהי אור,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_025,Bereishis 1:5,אור,לאור יום,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_026,Bereishis 1:5,יום,לאור יום,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_029,Bereishis 1:6,מבדיל,וִיהִי מַבְדִּיל,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_033,Bereishis 1:11,תדשא,תַּדְשֵׁא הָאָרֶץ דֶּשֶׁא,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_034,Bereishis 1:11,מזריע,עֵשֶׂב מַזְרִיעַ זֶרַע,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_035,Bereishis 1:6,רקיע,יְהִי רָקִיעַ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_036,Bereishis 1:8,שמים,וַיִּקְרָא אֱלֹקִים לָרָקִיעַ שָׁמָיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_038,Bereishis 1:11,דשא,תַּדְשֵׁא הָאָרֶץ דֶּשֶׁא,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_039,Bereishis 1:11,זרע,עֵשֶׂב מַזְרִיעַ זֶרַע,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_040,Bereishis 1:11,פרי,עֵץ פְּרִי עֹשֶׂה פְּרִי,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_048,Bereishis 1:6,רקיע,יְהִי רָקִיעַ,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_050,Bereishis 1:8,רקיע,וַיִּקְרָא אֱלֹקִים לָרָקִיעַ שָׁמָיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_051,Bereishis 1:8,שמים,וַיִּקְרָא אֱלֹקִים לָרָקִיעַ שָׁמָיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_055,Bereishis 1:11,דשא,תַּדְשֵׁא הָאָרֶץ דֶּשֶׁא,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_057,Bereishis 1:11,זרע,עֵשֶׂב מַזְרִיעַ זֶרַע,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_058,Bereishis 1:11,פרי,עֵץ פְּרִי עֹשֶׂה פְּרִי,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_061,Bereishis 1:14,להבדיל,לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_064,Bereishis 1:15,להאיר,לְהָאִיר עַל הָאָרֶץ,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_070,Bereishis 1:18,וירא,וַיַּרְא אֱלֹקִים כִּי טוֹב,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_074,Bereishis 1:20,יעופף,וְעוֹף יְעוֹפֵף עַל הָאָרֶץ,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_076,Bereishis 1:21,שרצו,אֲשֶׁר שָׁרְצוּ הַמַּיִם לְמִינֵהֶם,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_077,Bereishis 1:21,וירא,וַיַּרְא אֱלֹקִים כִּי טוֹב,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_078,Bereishis 1:22,ויברך,וַיְבָרֶךְ אֹתָם אֱלֹקִים לֵאמֹר,morphology,,basic_verb_form_recognition,eligible_candidate_for_yossi_question_review,Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.,medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_085,Bereishis 1:14,מאורות,יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_086,Bereishis 1:14,רקיע,יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_087,Bereishis 1:14,שמים,יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_088,Bereishis 1:14,יום,לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_089,Bereishis 1:14,לילה,לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_092,Bereishis 1:14,ימים,וּלְיָמִים וְשָׁנִים,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_093,Bereishis 1:14,שנים,וּלְיָמִים וְשָׁנִים,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_095,Bereishis 1:18,אור,וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_097,Bereishis 1:20,מים,יִשְׁרְצוּ הַמַּיִם,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_098,Bereishis 1:20,שרץ,שֶׁרֶץ נֶפֶשׁ חַיָּה,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_099,Bereishis 1:20,נפש,שֶׁרֶץ נֶפֶשׁ חַיָּה,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_100,Bereishis 1:20,חיה,שֶׁרֶץ נֶפֶשׁ חַיָּה,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_101,Bereishis 1:20,עוף,וְעוֹף יְעוֹפֵף עַל הָאָרֶץ,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_104,Bereishis 1:23,ערב,וַיְהִי עֶרֶב וַיְהִי בֹקֶר,vocabulary_shoresh,,vocabulary_meaning,eligible_candidate_for_yossi_question_review,Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_120,Bereishis 1:14,מאורות,יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_122,Bereishis 1:14,רקיע,יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_123,Bereishis 1:14,שמים,יְהִי מְאֹרֹת בִּרְקִיעַ הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_125,Bereishis 1:14,הבדיל,לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה,token_split_standards,ROOT.IDENTIFY,shoresh_identification,eligible_candidate_for_yossi_question_review,Verified token-level 3.02 root standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_shoresh;requires_teacher_wording_review,,
qelig_b1_126,Bereishis 1:14,יום,לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_127,Bereishis 1:14,לילה,לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_130,Bereishis 1:15,מאורות,וְהָיוּ לִמְאוֹרֹת בִּרְקִיעַ הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_131,Bereishis 1:15,רקיע,וְהָיוּ לִמְאוֹרֹת בִּרְקִיעַ הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_132,Bereishis 1:15,שמים,וְהָיוּ לִמְאוֹרֹת בִּרְקִיעַ הַשָּׁמַיִם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_133,Bereishis 1:16,את,אֶת שְׁנֵי הַמְּאֹרֹת הַגְּדֹלִים,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_134,Bereishis 1:16,מאורות,אֶת שְׁנֵי הַמְּאֹרֹת הַגְּדֹלִים,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_135,Bereishis 1:16,את,אֶת הַמָּאוֹר הַגָּדֹל לְמֶמְשֶׁלֶת הַיּוֹם,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
qelig_b1_136,Bereishis 1:16,מאור,אֶת הַמָּאוֹר הַגָּדֹל לְמֶמְשֶׁלֶת הַיּוֹם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_138,Bereishis 1:16,יום,אֶת הַמָּאוֹר הַגָּדֹל לְמֶמְשֶׁלֶת הַיּוֹם,token_split_standards,WORD.MEANING_BASIC,basic_noun_recognition,eligible_candidate_for_yossi_question_review,Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.,low,clean_token_level_vocabulary;requires_teacher_wording_review,,
qelig_b1_139,Bereishis 1:16,את,וְאֶת הַמָּאוֹר הַקָּטֹן לְמֶמְשֶׁלֶת הַלָּיְלָה,token_split_standards,PARTICLE.DIRECT_OBJECT_MARKER,direct_object_marker_recognition,eligible_candidate_for_yossi_question_review,Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.,medium,clean_direct_marker;requires_teacher_wording_review,,
